id	match
Ovine_enzootic_nasal_tumour_virus_NC_007015_beta_pol	Jaagsieke-like_beta_pol
Sheep_Endogenous_Retrovirus_Beta_1_AY266332_beta_pol	Jaagsieke-like_beta_pol
Endogenous_Jaagsieke_Sheep_Retrovirus_EF680313_beta_pol	Jaagsieke-like_beta_pol
Jaagsieke_Sheep_Retrovirus_NC_001494_beta_pol	Jaagsieke-like_beta_pol
Enzootic_nasal_tumour_virus_of_goats_NC_004994_beta_pol	Jaagsieke-like_beta_pol
Sheep_ERV_Jaagisiekte_1_EF680311_beta_pol	Jaagsieke-like_beta_pol
Odocoileus_virginianus_White_fronted_deer_ERV_AY820047_beta_pol	Jaagsieke-like_beta_pol
Mink_Cell_Focus_Forming_Virus_AF133256_gamma_env	MLV-like_gamma_env
Friend_Spleen_Focus_Forming_Virus_K00021_gamma_env	MLV-like_gamma_env
Rauscher_Spleen_Focus_Forming_Virus_K02375_gamma_env	MLV-like_gamma_env
Pre_XMRV_2_FR871850_gamma_env	MLV-like_gamma_env
Pre_XMRV_1_FR871849_gamma_env	MLV-like_gamma_env
Xenotrophic_MuLV_Related_Virus_DQ241301_gamma_env	MLV-like_gamma_env
Moloney_Murine_Leukaemia_Virus_NC_001501_gamma_env	MLV-like_gamma_env
Friend_Murine_Leukaemia_Virus_NC_001362_gamma_env	MLV-like_gamma_env
Rauscher_Murine_Leukaemia_Virus_NC_001819_gamma_env	MLV-like_gamma_env
Ecotropic_Murine_Leukaemia_Virus_Strain_AKR_J01998_gamma_env	MLV-like_gamma_env
Murine_ERV_2_MuLV_Mmur9_chr8_125950286_125952271_gamma_env	MLV-like_gamma_env
Murine_Leukaemia_Virus_Strain_Cas_Br_E_X57540_gamma_env	MLV-like_gamma_env
Endogenous_Feline_Leukaemia_Virus_A1_AY364318_gamma_env	MLV-like_gamma_env
Endogenous_Feline_Leukaemia_Virus_A2_AY364319_gamma_env	MLV-like_gamma_env
Gardner_Arnstein_Feline_Sarcoma_Virus_X00188_gamma_env	MLV-like_gamma_env
Snyder_Theilen_Feline_Sarcoma_Virus_K01209_gamma_env	MLV-like_gamma_env
Feline_Leukaemia_Virus_NC_001940_gamma_env	MLV-like_gamma_env
Rat_Leukaemia_Virus_M77194_gamma_env	MLV-like_gamma_env
Gallus_gallus_Endogenous_Virus_Ovex1_FJ406462_alpha_pol	ALV-like_alpha_pol
Circus_aeruginosus_Marsh_harrier_ERV_II_AY820064_alpha_pol	ALV-like_alpha_pol
Dromaius_novaehollandiae_Emu_ERV_AY820052_alpha_pol	ALV-like_alpha_pol
Chicken_ALV_Like_Endogenous_Retrovirus_EAV_HP_AJ292967_alpha_pol	ALV-like_alpha_pol
Tragopan_caboti_Tragopan_ERV_AY820072_alpha_pol	ALV-like_alpha_pol
Avian_Leukosis_Virus_Strain_HPRS103_Z46390_alpha_pol	ALV-like_alpha_pol
Avian_leukaemia_virus_NC_015116_alpha_pol	ALV-like_alpha_pol
Avian_Myeloblastosis_Virus_L10922_alpha_pol	ALV-like_alpha_pol
Rous_Sarcoma_Virus_Strain_Prague_C_J02342_alpha_pol	ALV-like_alpha_pol
Rous_Sarcoma_Virus_Strain_Schmidt_Ruppin_D_D10652_alpha_pol	ALV-like_alpha_pol
Parus_caeruleus_Blue_tit_ERV_I_AY820077_alpha_pol	ALV-like_alpha_pol
